id,name,img,role,url
600,"Rosalynn Carter","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15062/ds_15062_04_16x9.jpg","Activist, Former First Lady","http://thedailyshow.cc.com/guests/rosalynn-carter"
601,"Jonathan Eig","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15061/ds_15061_03_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/jonathan-eig"
602,"Michael Caine","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15060/ds_15060_03_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/michael-caine"
603,"Ken Blackwell","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15059/ds_15059_03_16x9.jpg","Politician","http://thedailyshow.cc.com/guests/ken-blackwell"
604,"Richard Whittle","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15058/ds_15058_03_16x9.jpg","Author","http://thedailyshow.cc.com/guests/richard-whittle"
605,"Zoe Saldana","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15056/ds_15056_03_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/zoe-saldana"
606,"Fred Pearce","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15055/ds_15055_03_16x9.jpg","Author","http://thedailyshow.cc.com/guests/fred-pearce"
607,"John O'Hara","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15054/ds_15054_02_16x9.jpg","Author","http://thedailyshow.cc.com/guests/john-ohara"
608,"John Dingell","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15053/ds_15053_04_16x9.jpg","Representative (D-MI)","http://thedailyshow.cc.com/guests/john-dingell"
609,"Richard Burt","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15051/ds_15051_03_16x9.jpg","U.S. Ambassador and Chair of The Global Zero Initiative","http://thedailyshow.cc.com/guests/richard-burt"
610,"Bryan Cranston","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15049/ds_15049_03_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/bryan-cranston"
611,"David Remnick","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15048/ds_15048_04_16x9.jpg","Author, Editor","http://thedailyshow.cc.com/guests/david-remnick"
612,"Richard Phillips","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15046/ds_15046_04_16x9.jpg","Author, Merchant Marine","http://thedailyshow.cc.com/guests/richard-phillips"
613,"Liz Claman","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15044/ds_15044_04_16x9.jpg","Fox Business News Anchor","http://thedailyshow.cc.com/guests/liz-claman"
614,"Roxana Saberi","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15043/ds_15043_04_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/roxana-saberi"
615,"Ben Stiller","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15041/ds_15041_03_16x9.jpg","Actor, Comedian","http://thedailyshow.cc.com/guests/ben-stiller"
616,"Gary Locke","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15040/ds_15040_03_16x9.jpg","Former U.S. Secretary of Commerce","http://thedailyshow.cc.com/guests/gary-locke"
617,"Snoop Lion","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15039/ds_15039_03_16x9.jpg","Musician","http://thedailyshow.cc.com/guests/snoop-dogg"
618,"Eamon Javers","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15036/ds_15036_04_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/eamon-javers"
619,"Marc A. Thiessen","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15034/ds_15034_03_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/marc-thiessen"
620,"Harry Markopolos","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15033/ds_15033_04_1920x1080.jpg","Financial Fraud Investigator, Author","http://thedailyshow.cc.com/guests/harry-markopolos"
621,"Scott Patterson","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15032/ds_15032_03_1920x1080.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/scott-patterson"
622,"Lynne Olson","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15031/ds_15031_03_1920x1080.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/thursday-lynne-olson"
623,"James Clyburn","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15028/ds_15028_04_1920x1080.jpg","Representative (D-SC)","http://thedailyshow.cc.com/guests/james-clyburn"
624,"Lee Daniels","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15024/ds_15024_04_1920x1080.jpg","Director, Producer","http://thedailyshow.cc.com/guests/lee-daniels"
625,"Willie Mays","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15023/ds_15023_04_1920x1080.jpg","Hall of Fame Center Fielder","http://thedailyshow.cc.com/guests/willie-mays"
626,"Newt Gingrich","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15022/ds_15022_04_1920x1080.jpg","Author, Former Speaker of the House","http://thedailyshow.cc.com/guests/newt-gingrich"
627,"Jenny Sanford","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15021/ds_15021_04_1920x1080.jpg","Author, Former First Lady of South Carolina","http://thedailyshow.cc.com/guests/jenny-sanford"
628,"Anthony Weiner","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15020/ds_15020_04_1920x1080.jpg","Columnist, Former Representative (D-NY)","http://thedailyshow.cc.com/guests/anthony-weiner"
629,"Ethan Watters","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15015/ds_15015_03_1920x1080.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/ethan-watters"
630,"Julie Andrews","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15012/ds_15012_04_1920x1080.jpg","Actress, Musician","http://thedailyshow.cc.com/guests/julie-andrews"
631,"Jim Wallis","http://1.images.comedycentral.com/images/shows/tds/videos/season_15/15011/ds_15011_03_1920x1080.jpg","Theologian, Author","http://thedailyshow.cc.com/guests/jim-wallis"
632,"David Walker","http://4.images.comedycentral.com/images/shows/tds/videos/season_15/15009/ds_15009_03_1920x1080.jpg","Political Figure, Author","http://thedailyshow.cc.com/guests/david-walker"
633,"Ben Harper & Relentless7","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15007/ds_15007_04_1920x1080.jpg","Musicians","http://thedailyshow.cc.com/guests/ben-harper"
634,"Ringo Starr","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15007/ds_15007_04_1920x1080.jpg","Musician","http://thedailyshow.cc.com/guests/ringo-starr2"
635,"Ringo Starr with Ben Harper & Relentless7","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15007/ds_15007_04_1920x1080.jpg","Musicians","http://thedailyshow.cc.com/guests/ringo-starr"
636,"Paul Ingrassia","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15006/ds_15006_05_1920x1080.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/paul-ingrassia"
637,"John Yoo","http://3.images.comedycentral.com/images/shows/tds/videos/season_15/15005/ds_15005_02_1920x1080.jpg","Academic, Author","http://thedailyshow.cc.com/guests/john-yoo"
638,"Michael Pollan","http://2.images.comedycentral.com/images/shows/tds/videos/season_15/15001/ds_15001_03_1920x1080.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/michael-pollan"
639,"David Plouffe","http://2.images.comedycentral.com/images/shows/tds/videos/season_14/14140/ds_14140_03_v6.jpg","Political Figure, Author","http://thedailyshow.cc.com/guests/David-Plouffe"
640,"Mustafa Barghouti & Anna Baltzer","http://4.images.comedycentral.com/images/shows/tds/videos/season_14/14137/ds_14137_04_v6.jpg","Political Activists","http://thedailyshow.cc.com/guests/Dr-Mustafa-Barghouti-and-Anna-Baltzer"
641,"Mustafa Barghouti","http://4.images.comedycentral.com/images/shows/tds/videos/season_14/14137/ds_14137_04_v6.jpg","Politician, Activist, Physician","http://thedailyshow.cc.com/guests/Dr-Mustafa-Barghouti-and-Anna-Baltzer_copy"
642,"Anna Baltzer","http://4.images.comedycentral.com/images/shows/tds/videos/season_14/14137/ds_14137_04_v6.jpg","Activist, Author","http://thedailyshow.cc.com/guests/Dr-Mustafa-Barghouti-and-Anna-Baltzer_copy"
643,"Janet Napolitano","http://1.images.comedycentral.com/images/shows/tds/videos/season_14/14131/ds_14131_03_v6.jpg","Former Secretary of Homeland Security","http://thedailyshow.cc.com/guests/Janet-Napolitano"
644,"Betsy McCaughey","http://1.images.comedycentral.com/images/shows/tds/videos/season_14/14115/ds_14115_04_v6.jpg","Author, Academic","http://thedailyshow.cc.com/guests/Betsy-McCaughey"
645,"Bruce Springsteen","http://4.images.comedycentral.com/images/shows/tds/videos/season_14/14040/ds_14040_05_v6.jpg","The Boss","http://thedailyshow.cc.com/guests/bruce-springsteen"
646,"Jim Cramer","http://1.images.comedycentral.com/images/shows/tds/videos/season_14/14036/ds_14036_04_v6.jpg","TV Host","http://thedailyshow.cc.com/guests/jim-cramer"
647,"Dana Perino","","Co-Host of "The Five"","http://thedailyshow.cc.com/guests/tds-guest-dana-perino"
648,"Chuck Hagel","http://2.images.comedycentral.com/images/shows/tds/videos/season_13/13040/tds_13040_05_v6.jpg","Secretary of Defense","http://thedailyshow.cc.com/guests/tds-guest-chuck-hagel"
649,"John McCain","http://4.images.comedycentral.com/images/shows/tds/videos/batch7/ds_08140_03_gst_v6.jpg","Senator (R-AZ)","http://thedailyshow.cc.com/guests/tds-guest-john-mccain"
650,"John Oliver","http://2.images.comedycentral.com/images/shows/tds/cast/JonOliver.jpg","","http://thedailyshow.cc.com/news-team/john-oliver"
651,"Wyatt Cenac","http://1.images.comedycentral.com/images/WyattCenac.jpg","","http://thedailyshow.cc.com/news-team/wyatt-cenac"
652,"Idris Elba","http://3.images.comedycentral.com/images/shows/tds/videos/season_19/19030/ds_19030_04.jpg","Actor","http://thedailyshow.cc.com/guests/tds-guest-Idris-Elba"
653,"Jeff Bezos","http://1.images.comedycentral.com/images/shows/tds/videos/season_14/14025/ds_14025_05_v6.jpg","CEO of Amazon","http://thedailyshow.cc.com/guests/tds-guest-Jeff-Bezos"
654,"Rob Riggle","http://3.images.comedycentral.com/images/RobRiggle.jpg","","http://thedailyshow.cc.com/news-team/rob-riggle"
655,"Nate Corddry","","","http://thedailyshow.cc.com/news-team/nate-corddry"
656,"Sarah Vowell","http://3.images.comedycentral.com/images/SarahVowell.jpg","","http://thedailyshow.cc.com/news-team/sarah-vowell"
657,"Jason Jones","http://1.images.comedycentral.com/images/shows/tds/cast/JasonJones.jpg","","http://thedailyshow.cc.com/news-team/jason-jones"
658,"Dave Gorman","","","http://thedailyshow.cc.com/news-team/dave-gorman"
659,"Jon Stewart","http://3.images.comedycentral.com/images/shows/tds/cast/JonStewart.jpg","","http://thedailyshow.cc.com/news-team/jon-stewart"
660,"Eric Drysdale","","","http://thedailyshow.cc.com/news-team/eric-drysdale"
661,"Craig Kilborn","","","http://thedailyshow.cc.com/news-team/craig-kilborn"
662,"Eric Drysdale","","","http://thedailyshow.cc.com/news-team/eric-drysdale"
663,"John Hodgman","http://3.images.comedycentral.com/images/shows/tds/cast/JohnHodgman.jpg","","http://thedailyshow.cc.com/news-team/john-hodgman"
664,"Dave Attell","","","http://thedailyshow.cc.com/news-team/dave-attell"
665,"Aasif Mandvi","http://3.images.comedycentral.com/images/shows/tds/cast/AasifMandvi.jpg","","http://thedailyshow.cc.com/news-team/aasif-mandvi"
666,"Olivia Munn","http://3.images.comedycentral.com/images/OliviaMunn.jpg","","http://thedailyshow.cc.com/news-team/olivia-munn"
667,"Josh Gad","http://2.images.comedycentral.com/images/JoshGad1.jpg","","http://thedailyshow.cc.com/news-team/josh-gad"
668,"Stephen Colbert","http://4.images.comedycentral.com/images/StephenColbert.jpg","","http://thedailyshow.cc.com/news-team/stephen-colbert"
669,"Kristen Schaal","http://3.images.comedycentral.com/images/ccstandup/comedians/800x600/kristen_schaal_800x600.jpg","","http://www.cc.com/comedians/kristen-schaal"
670,"Demetri Martin","http://2.images.comedycentral.com/images/ccstandup/comedians/800x600/demetri_martin_800x600.jpg","","http://www.cc.com/comedians/demetri-martin"
671,"Ed Helms","","","http://www.cc.com/comedians/ed-helms"
672,"Craig Kilborn","","","http://thedailyshow.cc.com/news-team/craig-kilborn"
673,"Philip Seymour Hoffman","http://2.images.comedycentral.com/images/shows/tds/videos/season_10/episode_128/ds_10128_06_gst_v6.jpg","Actor","http://thedailyshow.cc.com/guests/philip-seymour-hoffman"
674,"Matt Walsh","http://2.images.comedycentral.com/images/jokes_vertical/v_images/matt_walsh_v9.jpg","","http://www.cc.com/comedians/matt-walsh"
675,"Samantha Bee","http://3.images.comedycentral.com/images/shows/tds/cast/SamanthaBee.jpg","","http://thedailyshow.cc.com/news-team/samantha-bee"
676,"Rob Corddry","http://2.images.comedycentral.com/images/RobCorddry.jpg","","http://thedailyshow.cc.com/news-team/rob-corddry"
677,"Ed Helms","http://4.images.comedycentral.com/images/EdHelms.jpg","","http://thedailyshow.cc.com/news-team/ed-helms"
678,"Dan Bakkedahl","http://3.images.comedycentral.com/images/DanBakkedahl.jpg","","http://thedailyshow.cc.com/news-team/dan-bakkedahl"
679,"Vance Degeneres","","","http://thedailyshow.cc.com/news-team/vance-degeneres"
680,"Rich Brown","","","http://thedailyshow.cc.com/news-team/rich-brown"
681,"John Bloom","","","http://thedailyshow.cc.com/news-team/john-bloom"
682,"Michael Blieden","","","http://thedailyshow.cc.com/news-team/michael-blieden"
683,"Mary Birdsong","","","http://thedailyshow.cc.com/news-team/mary-birdsong"
684,"Mo Rocca","","","http://thedailyshow.cc.com/news-team/mo-rocca"
685,"Larry Wilmore","http://4.images.comedycentral.com/images/shows/tds/cast/LarryWilmore.jpg","","http://thedailyshow.cc.com/news-team/larry-wilmore"
686,"Kristen Schaal","http://2.images.comedycentral.com/images/shows/tds/cast/KristenSchaal.jpg","","http://thedailyshow.cc.com/news-team/kristen-schaal"
687,"Beth Littleford","","","http://thedailyshow.cc.com/news-team/beth-littleford"
688,"Kit Bond","","US Senator, author "The Next Front"","http://thedailyshow.cc.com/guests/kit-bond"
689,"Jon Glaser","","","http://thedailyshow.cc.com/news-team/jon-glaser"
690,"Nancy Walls","","","http://thedailyshow.cc.com/news-team/nancy-walls"
691,"Frank DeCaro","","","http://thedailyshow.cc.com/news-team/frank-decaro"
692,"Adrianne Frost","","","http://thedailyshow.cc.com/news-team/adrianne-frost"
693,"Steve Carell","http://4.images.comedycentral.com/images/SteveCarrel.jpg","","http://thedailyshow.cc.com/news-team/steve-carell"
694,"Michael Che","http://2.images.comedycentral.com/images/shows/tds/cast/che_500.jpg","","http://thedailyshow.cc.com/news-team/michael-che"
695,"Joe Biden","http://3.images.comedycentral.com/images/shows/tds/videos/season_14/14148/ds_14148_03_v6.jpg","U.S. Vice President","http://thedailyshow.cc.com/guests/Joe-Biden"
696,"Lewis Black","http://1.images.comedycentral.com/images/shows/tds/cast/LewisBlack.jpg","","http://thedailyshow.cc.com/news-team/lewis-black"
697,"Jordan Klepper","http://3.images.comedycentral.com/images/shows/tds/cast/klepper_tds_bio_image.jpg","","http://thedailyshow.cc.com/news-team/jordan-klepper"
698,"Lewis Black","http://2.images.comedycentral.com/images/shows/tds/cast/150x120_lewis_black.jpg","","http://www.cc.com/comedians/lewis-black"
699,"Jessica Williams","http://2.images.comedycentral.com/images/shows/tds/cast/JessicaWilliams.jpg","","http://thedailyshow.cc.com/news-team/jessica-williams"
700,"Al Madrigal","http://2.images.comedycentral.com/images/shows/tds/cast/AlMadrigal.jpg","","http://thedailyshow.cc.com/news-team/al-madrigal"
